pemaritl,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,a_age,a_sex,bdm1900,yob,black,orace,cdiv,coll,hs,a_fnlwgt
MARRIED - SPOUSE PRESENT,1,1125,307,93,1129,94,0,1146,95,0,0,0,1995,95000200,27,2,818,68,0,0,1,0,1,920.35303
MARRIED - SPOUSE PRESENT,1,871,268,72,1043,86,0,1146,95,0,0,0,1995,95000200,45,2,603,50,0,0,1,1,0,838.58911
MARRIED - SPOUSE PRESENT,1,948,245,78,952,79,1,970,80,1,1,0,1995,95000200,36,2,703,58,0,0,1,0,1,856.65387
MARRIED - SPOUSE PRESENT,4,1076,275,89,1031,85,1,1146,95,0,0,0,1995,95000200,28,2,801,66,0,0,1,0,1,778.4339
MARRIED - SPOUSE PRESENT,2,906,193,75,1028,85,0,1026,85,1,1,0,1995,95000200,36,2,713,59,0,0,1,0,1,856.65387
MARRIED - SPOUSE PRESENT,2,1015,354,84,1030,85,0,1146,95,0,0,0,1995,95000200,40,2,661,55,0,0,1,1,0,913.65253
MARRIED - SPOUSE PRESENT,4,1041,282,86,1050,87,1,1146,95,0,0,0,1995,95000208,32,2,759,63,0,0,1,0,1,802.67358
DIVORCED,2,861,261,71,870,72,1,904,75,1,1,0,1995,95000208,45,2,600,49,0,0,1,0,1,880.37701
MARRIED - SPOUSE PRESENT,1,1089,362,90,1117,93,1,1146,95,0,0,0,1995,95000208,34,2,727,60,0,0,1,0,1,802.67358
MARRIED - SPOUSE PRESENT,2,1062,275,88,1084,90,1,1146,95,0,0,0,1995,95000208,29,2,787,65,0,0,1,0,1,969.1944
MARRIED - SPOUSE PRESENT,4,594,224,49,609,50,1,1146,95,0,0,0,1995,95000208,64,2,370,30,0,0,1,0,1,795.9693
DIVORCED,2,778,165,64,785,65,0,1074,89,1,1,0,1995,95000208,44,2,613,51,0,0,1,0,1,792.67493
MARRIED - SPOUSE PRESENT,3,1064,316,88,1078,89,0,1146,95,0,0,0,1995,95000208,33,2,748,62,0,0,1,0,1,802.67358
DIVORCED,None,866,260,72,,,,1009,84,1,1,0,1995,95000208,44,2,606,50,0,0,1,0,1,885.35358
MARRIED - SPOUSE PRESENT,3,1029,252,85,1070,89,1,1146,95,0,0,0,1995,95000208,30,2,777,64,0,0,1,0,1,831.82617
MARRIED - SPOUSE PRESENT,1,1059,247,88,1078,89,1,1146,95,0,0,0,1995,95000216,27,2,812,67,0,0,1,0,1,761.66168
MARRIED - SPOUSE PRESENT,2,1099,375,91,1113,92,0,1146,95,0,0,0,1995,95000216,35,2,724,60,0,0,1,0,1,838.19629
MARRIED - SPOUSE PRESENT,3,1014,221,84,1029,85,1,1146,95,0,0,0,1995,95000216,29,2,793,66,0,0,1,0,1,761.66168
MARRIED - SPOUSE PRESENT,1,727,264,60,820,68,1,1146,95,0,0,0,1995,95000216,56,2,463,38,0,0,1,0,1,748.51727
MARRIED - SPOUSE PRESENT,2,872,210,72,878,73,0,1146,95,0,0,0,1995,95000216,40,2,662,55,0,0,1,0,1,829.54218
MARRIED - SPOUSE PRESENT,2,1002,290,83,1037,86,0,1146,95,0,0,0,1995,95000216,36,2,712,59,0,0,1,0,1,838.19629
MARRIED - SPOUSE PRESENT,3,954,232,79,977,81,1,1066,88,1,1,0,1995,95000216,35,2,722,60,0,0,1,0,1,838.19629
MARRIED - SPOUSE PRESENT,2,845,243,70,852,70,1,1038,86,1,1,0,1995,95000224,45,2,602,50,0,0,1,0,1,848.9646
MARRIED - SPOUSE PRESENT,2,945,263,78,985,82,0,1146,95,0,0,0,1995,95000224,38,2,682,56,0,0,1,1,0,800.48767
DIVORCED,None,912,340,75,,,,1086,90,1,1,0,1995,95000224,47,2,572,47,0,0,1,0,1,848.9646
MARRIED - SPOUSE PRESENT,5,715,206,59,719,59,1,894,74,1,1,0,1995,95000224,53,2,509,42,0,0,1,0,1,729.86438
DIVORCED,3,1026,307,85,930,77,0,1026,85,1,1,0,1995,95000224,35,2,719,59,0,0,1,0,1,728.5639
MARRIED - SPOUSE PRESENT,1,1056,269,87,1104,91,1,1146,95,0,0,0,1995,95000224,29,2,787,65,0,0,1,0,1,785.83557
MARRIED - SPOUSE PRESENT,3,956,258,79,980,81,0,1146,95,0,0,0,1995,95000224,37,2,698,58,0,0,1,0,1,812.70117
MARRIED - SPOUSE PRESENT,1,1054,278,87,1102,91,0,1146,95,0,0,0,1995,95000224,30,2,776,64,0,0,1,1,0,805.61792
MARRIED - SPOUSE PRESENT,1,975,415,81,999,83,1,1146,95,0,0,0,1995,95000224,48,2,560,46,0,0,1,1,0,774.48969
MARRIED - SPOUSE ABSENT,3,776,196,64,747,62,1,980,81,1,1,0,1995,95000232,47,2,580,48,0,0,1,0,1,774.48969
MARRIED - SPOUSE PRESENT,2,878,224,73,882,73,1,1146,95,0,0,0,1995,95000232,40,2,654,54,0,0,1,0,1,821.44452
WIDOWED,4,626,213,52,660,54,1,1121,93,0,0,1,1995,95000232,61,2,413,34,0,0,1,0,1,814.00598
DIVORCED,2,893,250,74,877,73,0,1083,90,1,1,0,1995,95000232,41,2,643,53,0,0,1,0,1,853.19049
MARRIED - SPOUSE PRESENT,1,712,252,59,809,67,0,1146,95,0,0,0,1995,95000232,57,2,460,38,0,0,1,0,1,861.56293
MARRIED - SPOUSE PRESENT,3,987,321,82,1007,83,0,1146,95,0,0,0,1995,95000232,39,2,666,55,0,0,1,1,0,772.31488
DIVORCED,3,844,230,70,848,70,1,929,77,1,1,0,1995,95000232,44,2,614,51,0,0,1,0,1,766.2182
MARRIED - SPOUSE PRESENT,2,898,235,74,956,79,0,1146,95,0,0,0,1995,95000240,40,2,663,55,0,0,1,0,1,855.80359
SEPARATED,5,991,234,82,1000,83,1,1146,95,0,1,0,1995,95000240,32,2,757,63,0,0,1,0,1,804.06281
DIVORCED,3,955,218,79,977,81,1,1100,91,1,1,0,1995,95000240,34,2,737,61,0,0,1,0,1,804.06281
MARRIED - SPOUSE PRESENT,3,985,398,82,1004,83,0,1146,95,0,0,0,1995,95000240,46,2,587,48,0,0,1,0,1,850.39447
MARRIED - SPOUSE PRESENT,2,859,249,71,890,74,0,1146,95,0,0,0,1995,95000240,44,2,610,50,0,0,1,0,1,801.85498
MARRIED - SPOUSE PRESENT,2,1030,251,85,1077,89,1,1146,95,0,0,0,1995,95000240,30,2,779,64,0,0,1,0,1,793.198
SEPARATED,2,877,265,73,935,77,1,1146,95,0,1,0,1995,95000240,44,2,612,50,0,0,1,0,1,883.15802
MARRIED - SPOUSE PRESENT,2,1014,265,84,1023,85,1,1146,95,0,0,0,1995,95000240,33,2,749,62,0,0,1,0,1,897.36871
MARRIED - SPOUSE PRESENT,2,738,222,61,748,62,1,1146,95,0,0,0,1995,95000240,52,2,516,42,0,0,1,0,1,826.74878
MARRIED - SPOUSE PRESENT,2,878,242,73,862,71,1,1146,95,0,0,0,1995,95000248,42,2,636,52,0,0,1,0,0,883.15802
MARRIED - SPOUSE PRESENT,3,790,247,65,785,65,1,1086,90,1,1,0,1995,95000248,50,2,543,45,0,0,1,0,1,826.74878
WIDOWED,3,753,196,62,820,68,1,1127,93,0,0,1,1995,95000248,49,2,557,46,0,0,1,0,0,848.9646
WIDOWED,4,624,250,51,633,52,1,724,60,1,1,0,1995,95000248,64,2,374,31,0,0,1,0,0,770.0166
MARRIED - SPOUSE PRESENT,3,778,267,64,836,69,0,913,76,1,1,0,1995,95000248,52,2,511,42,0,0,1,0,1,826.74878
MARRIED - SPOUSE PRESENT,3,944,227,78,1003,83,0,1146,95,0,0,0,1995,95000248,35,2,717,59,0,0,1,0,1,756.72052
MARRIED - SPOUSE PRESENT,2,941,244,78,948,78,0,1146,95,0,0,0,1995,95000248,37,2,697,58,0,0,1,0,1,756.72052
MARRIED - SPOUSE PRESENT,4,859,270,71,885,73,0,970,80,1,1,0,1995,95000256,46,2,589,49,0,0,1,0,1,782.18109
MARRIED - SPOUSE PRESENT,5,736,265,61,745,62,1,1146,95,0,0,0,1995,95000256,56,2,471,39,0,0,1,0,1,762.87439
MARRIED - SPOUSE PRESENT,1,857,226,71,878,73,0,925,77,1,1,0,1995,95000256,42,2,631,52,0,0,1,0,1,804.32361
MARRIED - SPOUSE PRESENT,1,838,246,69,853,71,0,1146,95,0,0,0,1995,95000256,46,2,592,49,0,0,1,0,1,804.42108
MARRIED - SPOUSE PRESENT,5,742,262,61,751,62,1,1146,95,0,0,0,1995,95000256,55,2,480,39,0,0,1,0,1,829.50537
MARRIED - SPOUSE PRESENT,2,817,213,68,866,72,1,1146,95,0,0,0,1995,95000256,45,2,604,50,0,0,1,0,0,880.37701
MARRIED - SPOUSE PRESENT,None,951,266,79,,,,1146,95,0,0,0,1995,95000256,38,2,685,57,0,0,1,0,1,798.98212
MARRIED - SPOUSE PRESENT,3,851,225,70,834,69,1,1146,95,0,0,0,1995,95000256,43,2,626,52,0,0,1,0,0,792.67493
MARRIED - SPOUSE PRESENT,2,1003,275,83,993,82,1,1146,95,0,0,0,1995,95000256,34,2,728,60,0,0,1,0,1,775.88318
MARRIED - SPOUSE PRESENT,1,1127,220,93,1142,95,1,1146,95,0,0,0,1995,95000264,19,2,907,75,0,0,1,0,1,1142.3918
MARRIED - SPOUSE PRESENT,4,664,213,55,670,55,0,1146,95,0,0,0,1995,95000264,57,2,451,37,0,0,1,0,1,936.42328
MARRIED - SPOUSE PRESENT,3,928,203,77,935,77,0,1146,95,0,0,0,1995,95000264,35,2,725,60,0,0,1,0,0,810.22028
MARRIED - SPOUSE PRESENT,4,612,220,50,627,52,1,1146,95,0,0,0,1995,95000264,62,2,392,32,0,0,1,0,1,784.50378
MARRIED - SPOUSE PRESENT,None,906,290,75,,,,1146,95,0,0,0,1995,95000264,44,2,616,51,0,0,1,1,0,801.85498
SEPARATED,4,885,233,73,857,71,1,1034,86,1,1,0,1995,95000264,41,2,652,54,0,0,1,0,1,913.65253
MARRIED - SPOUSE PRESENT,2,836,264,69,873,72,1,1146,95,0,0,0,1995,95000264,47,2,572,47,0,0,1,0,1,878.2785
MARRIED - SPOUSE PRESENT,2,1026,310,85,1034,86,1,1146,95,0,0,0,1995,95000272,35,2,716,59,0,0,1,0,1,828.12769
MARRIED - SPOUSE PRESENT,2,777,233,64,798,66,0,1146,95,0,0,0,1995,95000272,50,2,544,45,0,0,1,0,1,855.29547
MARRIED - SPOUSE PRESENT,4,794,239,66,813,67,0,846,70,1,1,0,1995,95000272,49,2,555,46,0,0,1,0,1,779.08008
MARRIED - SPOUSE PRESENT,2,864,357,71,899,74,1,1146,95,0,0,0,1995,95000272,53,2,507,42,0,0,1,1,0,755.0658
DIVORCED,3,738,227,61,754,62,0,992,82,1,1,0,1995,95000272,52,2,511,42,0,0,1,1,0,755.0658
DIVORCED,2,1061,232,88,1056,87,0,1108,92,1,1,0,1995,95000272,26,2,829,69,0,0,1,0,1,769.9964
MARRIED - SPOUSE PRESENT,2,1101,363,91,1114,92,0,1146,95,0,0,0,1995,95000272,34,2,738,61,0,0,1,1,0,833.435
MARRIED - SPOUSE PRESENT,3,955,318,79,1052,87,1,1146,95,0,0,0,1995,95000272,42,2,637,53,0,0,1,1,0,801.13489
MARRIED - SPOUSE PRESENT,1,1014,442,84,1057,88,0,1146,95,0,0,0,1995,95000272,47,2,572,47,0,0,1,1,0,801.23199
DIVORCED,1,909,250,75,939,78,0,913,76,1,1,0,1995,95000280,40,2,659,54,0,0,1,0,1,801.13489
DIVORCED,1,882,246,73,866,72,0,1082,90,1,1,0,1995,95000280,42,2,636,52,0,0,1,0,1,801.13489
MARRIED - SPOUSE PRESENT,4,730,230,60,741,61,1,948,78,1,1,0,1995,95000280,53,2,500,41,0,0,1,0,1,883.25848
WIDOWED,None,872,338,72,,,,932,77,0,0,1,1995,95000280,51,2,534,44,0,0,1,1,0,905.58783
MARRIED - SPOUSE PRESENT,6,633,233,52,629,52,1,663,55,1,1,0,1995,95000280,62,2,400,33,0,0,1,0,1,846.09668
MARRIED - SPOUSE PRESENT,None,1030,285,85,,,,1095,91,1,1,0,1995,95000280,33,2,745,62,0,1,1,0,1,524.05469
MARRIED - SPOUSE PRESENT,8,566,186,47,615,51,0,608,50,1,1,0,1995,95000280,63,2,380,31,0,0,1,0,0,760.15411
DIVORCED,None,962,214,80,,,,1100,91,1,1,0,1995,95000288,33,2,748,62,0,0,1,0,1,801.2251
MARRIED - SPOUSE PRESENT,3,984,286,81,994,82,0,1146,95,0,0,0,1995,95000288,37,2,698,58,0,0,1,0,1,866.93872
DIVORCED,1,864,267,71,932,77,1,957,79,1,1,0,1995,95000288,45,2,597,49,0,0,1,1,0,879.17078
MARRIED - SPOUSE PRESENT,3,949,316,79,930,77,1,1146,95,0,0,0,1995,95000288,42,2,633,52,0,1,1,0,0,537.3031
MARRIED - SPOUSE PRESENT,3,955,310,79,947,78,1,1146,95,0,0,0,1995,95000288,41,2,645,53,0,0,1,1,0,861.0932
MARRIED - SPOUSE PRESENT,2,925,298,77,985,82,0,1146,95,0,0,0,1995,95000288,43,2,627,52,0,0,1,1,0,849.80811
MARRIED - SPOUSE PRESENT,3,835,249,69,854,71,1,1146,95,0,0,0,1995,95000288,46,2,586,48,0,0,1,0,1,844.94611
MARRIED - SPOUSE PRESENT,None,836,244,69,,,,902,75,1,1,0,1995,95000288,46,2,592,49,0,0,1,1,0,844.94611
MARRIED - SPOUSE PRESENT,4,861,231,71,958,79,0,882,73,1,1,0,1995,95000288,43,2,630,52,0,0,1,0,1,849.80811
MARRIED - SPOUSE PRESENT,5,612,244,50,651,54,0,804,66,1,1,0,1995,95000296,64,2,368,30,0,0,1,0,1,817.76343
MARRIED - SPOUSE PRESENT,2,993,228,82,1017,84,0,1146,95,0,0,0,1995,95000296,31,2,765,63,0,0,1,0,1,944.50458
MARRIED - SPOUSE PRESENT,1,800,234,66,850,70,1,907,75,1,1,0,1995,95000296,48,2,566,47,0,0,1,0,1,866.30682
MARRIED - SPOUSE PRESENT,2,830,236,69,892,74,1,860,71,1,1,0,1995,95000296,45,2,594,49,0,0,1,0,1,866.30682
MARRIED - SPOUSE PRESENT,2,916,204,76,923,76,0,972,80,1,1,0,1995,95000296,36,2,712,59,0,0,1,0,0,798.98212
MARRIED - SPOUSE PRESENT,1,783,266,65,907,75,1,1146,95,0,0,0,1995,95000296,52,2,517,43,0,0,1,0,1,846.74811
MARRIED - SPOUSE PRESENT,3,770,237,64,830,69,0,873,72,1,1,0,1995,95000296,51,2,533,44,0,0,1,0,1,846.74811
WIDOWED,3,863,344,71,871,72,1,925,77,0,0,1,1995,95000304,52,2,519,43,0,1,1,0,1,513.89551
MARRIED - SPOUSE PRESENT,3,903,276,75,947,78,0,1146,95,0,0,0,1995,95000304,43,2,627,52,0,0,1,1,0,812.71417
MARRIED - SPOUSE PRESENT,3,757,254,63,764,63,0,1146,95,0,0,0,1995,95000304,53,2,503,41,0,0,1,1,0,868.15442
MARRIED - SPOUSE PRESENT,4,650,278,54,659,54,0,1146,95,0,0,0,1995,95000304,64,2,372,30,0,0,1,0,1,816.09192
MARRIED - SPOUSE PRESENT,3,705,262,58,726,60,1,1146,95,0,0,0,1995,95000304,58,2,443,36,0,0,1,1,0,849.39069
MARRIED - SPOUSE PRESENT,3,943,254,78,997,83,0,1146,95,0,0,0,1995,95000304,38,2,689,57,0,0,1,1,0,836.02869
MARRIED - SPOUSE PRESENT,3,752,255,62,759,63,0,1146,95,0,0,0,1995,95000304,54,2,497,41,0,0,1,0,1,824.46082
MARRIED - SPOUSE PRESENT,None,1053,372,87,,,,1146,95,0,0,0,1995,95000304,38,2,681,56,0,0,1,1,0,857.164
MARRIED - SPOUSE PRESENT,None,1049,381,87,,,,1146,95,0,0,0,1995,95000304,39,2,668,55,0,0,1,0,1,857.164
DIVORCED,1,990,349,82,982,81,1,1086,90,1,1,0,1995,95000312,42,2,641,53,0,0,1,1,0,907.7359
MARRIED - SPOUSE PRESENT,2,919,224,76,1046,87,0,1146,95,0,0,0,1995,95000312,37,2,695,57,0,0,1,0,1,838.19629
MARRIED - SPOUSE PRESENT,3,1044,232,86,1067,88,0,1126,93,1,1,0,1995,95000312,27,2,812,67,0,0,1,0,1,761.66168
MARRIED - SPOUSE PRESENT,2,1069,389,89,1086,90,0,1146,95,0,0,0,1995,95000312,38,2,680,56,0,0,1,1,0,838.19629
MARRIED - SPOUSE PRESENT,3,729,278,60,738,61,1,1146,95,0,0,0,1995,95000312,57,2,451,37,0,0,1,0,1,748.51727
SEPARATED,None,1005,277,83,,,,1146,95,0,1,0,1995,95000312,34,2,728,60,0,0,1,0,1,820.5863
DIVORCED,2,813,268,67,856,71,0,900,74,1,1,0,1995,95000312,50,2,545,45,0,0,1,0,1,845.57593
DIVORCED,None,868,311,72,,,,907,75,1,1,0,1995,95000320,49,2,557,46,0,0,1,0,1,901.99847
MARRIED - SPOUSE PRESENT,None,1038,344,86,,,,1146,95,0,0,0,1995,95000320,37,2,694,57,0,0,1,1,0,859.38647
WIDOWED,3,769,410,64,792,65,1,851,70,0,0,1,1995,95000320,65,2,359,29,0,0,1,1,0,881.73511
DIVORCED,3,717,263,59,737,61,1,811,67,1,1,0,1995,95000320,57,2,454,37,0,0,1,0,1,748.51727
MARRIED - SPOUSE PRESENT,2,1033,297,86,1107,92,1,1146,95,0,0,0,1995,95000320,34,2,736,61,0,0,1,0,1,820.5863
MARRIED - SPOUSE PRESENT,4,605,210,50,628,52,0,1146,95,0,0,0,1995,95000320,62,2,395,32,0,0,1,0,0,762.47949
DIVORCED,5,668,272,55,679,56,1,901,75,0,0,1,1995,95000320,62,2,396,32,0,0,1,0,1,762.47949
DIVORCED,5,642,221,53,666,55,0,1024,85,1,1,0,1995,95000320,60,2,421,35,0,0,1,0,1,781.75549
MARRIED - SPOUSE PRESENT,2,958,351,79,994,82,0,1146,95,0,0,0,1995,95000320,44,2,607,50,0,0,1,1,0,936.75012
MARRIED - SPOUSE PRESENT,None,943,361,78,,,,1146,95,0,0,0,1995,95000328,47,2,582,48,0,0,1,1,0,900.48187
MARRIED - SPOUSE PRESENT,2,968,284,80,1011,84,1,1146,95,0,0,0,1995,95000328,38,2,684,56,0,0,1,1,0,772.77502
MARRIED - SPOUSE PRESENT,None,921,384,76,,,,1146,95,0,0,0,1995,95000328,50,2,537,44,0,0,1,1,0,883.25848
MARRIED - SPOUSE PRESENT,2,815,244,67,832,69,1,1146,95,0,0,0,1995,95000328,47,2,571,47,0,0,1,0,1,801.23199
MARRIED - SPOUSE PRESENT,4,717,344,59,751,62,1,1146,95,0,0,0,1995,95000328,64,2,373,31,0,0,1,1,0,898.00098
MARRIED - SPOUSE PRESENT,None,798,232,66,,,,921,76,1,1,0,1995,95000328,48,2,566,47,0,0,1,0,1,857.4928
MARRIED - SPOUSE PRESENT,3,918,257,76,877,73,1,1042,86,1,1,0,1995,95000328,40,2,661,55,0,0,1,0,1,839.86102
MARRIED - SPOUSE PRESENT,2,1003,278,83,1029,85,1,1146,95,0,0,0,1995,95000336,35,2,725,60,0,0,1,1,0,866.93872
DIVORCED,1,1009,324,84,929,77,0,1093,91,1,1,0,1995,95000336,38,2,685,57,0,0,1,0,0,888.85541
DIVORCED,2,843,210,70,848,70,1,887,73,1,1,0,1995,95000336,42,2,633,52,0,0,1,0,1,861.0932
MARRIED - SPOUSE PRESENT,1,829,255,69,836,69,0,1146,95,0,0,0,1995,95000336,47,2,574,47,0,0,1,0,1,844.94611
MARRIED - SPOUSE PRESENT,2,840,257,69,861,71,1,1146,95,0,0,0,1995,95000336,46,2,583,48,0,0,1,1,0,844.94611
MARRIED - SPOUSE PRESENT,2,981,227,81,1003,83,0,1146,95,0,0,0,1995,95000336,32,2,754,62,0,0,1,0,1,921.2157
MARRIED - SPOUSE PRESENT,2,822,231,68,901,75,0,1146,95,0,0,0,1995,95000336,46,2,591,49,0,0,1,0,1,844.94611
MARRIED - SPOUSE PRESENT,2,985,293,82,990,82,0,1146,95,0,0,0,1995,95000336,37,2,692,57,0,0,1,0,1,836.02869
MARRIED - SPOUSE PRESENT,1,785,215,65,802,66,1,1051,87,1,1,0,1995,95000336,48,2,570,47,0,0,1,0,1,841.26398
MARRIED - SPOUSE PRESENT,4,785,236,65,791,65,1,1146,95,0,0,0,1995,95000344,49,2,549,45,0,0,1,0,1,879.75769
MARRIED - SPOUSE PRESENT,1,1004,308,83,996,82,0,1103,91,1,1,0,1995,95000344,37,2,696,57,0,0,1,1,0,838.19629
DIVORCED,1,1059,227,88,1063,88,0,1099,91,1,1,0,1995,95000344,26,2,832,69,0,0,1,0,1,821.48309
MARRIED - SPOUSE PRESENT,1,1109,294,92,1142,95,0,1146,95,0,0,0,1995,95000344,27,2,815,67,0,0,1,0,1,780.91687
SEPARATED,5,944,239,78,963,80,0,1017,84,1,1,0,1995,95000344,36,2,705,58,0,0,1,0,1,753.72052
MARRIED - SPOUSE PRESENT,None,783,208,65,,,,1146,95,0,0,0,1995,95000344,47,2,575,47,0,0,1,0,0,779.08008
MARRIED - SPOUSE PRESENT,3,847,239,70,853,71,1,1146,95,0,0,0,1995,95000344,44,2,608,50,0,0,1,0,1,722.41589
MARRIED - SPOUSE PRESENT,3,840,200,69,851,70,0,889,74,1,1,0,1995,95000352,42,2,640,53,0,0,1,0,1,801.13489
DIVORCED,8,630,220,52,644,53,0,690,57,1,1,0,1995,95000352,61,2,410,34,0,0,1,0,0,845.7124
MARRIED - SPOUSE PRESENT,2,1054,206,87,1043,86,1,1146,95,0,0,0,1995,95000352,24,2,848,70,0,0,1,0,1,1024.4249
MARRIED - SPOUSE PRESENT,2,950,223,79,967,80,1,1146,95,0,0,0,1995,95000352,34,2,727,60,0,0,1,0,1,833.435
MARRIED - SPOUSE PRESENT,2,1069,227,89,1073,89,0,1146,95,0,0,0,1995,95000352,25,2,842,70,0,0,1,0,1,962.2489
SEPARATED,3,832,232,69,834,69,1,872,72,1,1,0,1995,95000352,45,2,600,49,0,0,1,0,1,774.48969
MARRIED - SPOUSE PRESENT,1,882,216,73,882,73,0,914,76,1,1,0,1995,95000352,40,2,666,55,0,0,1,0,1,774.39581
MARRIED - SPOUSE PRESENT,3,777,246,64,788,65,0,1146,95,0,0,0,1995,95000352,51,2,531,44,0,0,1,0,0,876.91791
MARRIED - SPOUSE PRESENT,1,688,258,57,785,65,1,1146,95,0,0,0,1995,95000352,59,2,430,35,0,0,1,0,1,834.9248
MARRIED - SPOUSE PRESENT,1,872,254,72,878,73,1,1146,95,0,0,0,1995,95000360,43,2,618,51,0,0,1,0,1,740.67902
MARRIED - SPOUSE PRESENT,1,838,231,69,842,70,1,1146,95,0,0,0,1995,95000360,44,2,607,50,0,0,1,1,0,821.38812
MARRIED - SPOUSE PRESENT,4,973,264,81,979,81,0,1146,95,0,0,0,1995,95000360,36,2,709,59,0,0,1,1,0,862.01788
MARRIED - SPOUSE PRESENT,None,1133,262,94,,,,1146,95,0,0,0,1995,95000360,22,2,871,72,0,0,1,1,0,1050.323
MARRIED - SPOUSE PRESENT,4,896,246,74,916,76,1,1146,95,0,0,0,1995,95000360,41,2,650,54,0,0,1,0,1,861.0932
MARRIED - SPOUSE PRESENT,2,1016,270,84,1033,86,0,1146,95,0,0,0,1995,95000360,33,2,746,62,0,0,1,0,1,821.48053
MARRIED - SPOUSE PRESENT,3,746,254,62,757,63,1,1146,95,0,0,0,1995,95000360,54,2,492,40,0,0,1,0,1,801.36493
DIVORCED,2,966,238,80,982,81,0,1002,83,1,1,0,1995,95000368,34,2,728,60,0,0,1,0,1,921.2157
MARRIED - SPOUSE PRESENT,2,823,237,68,858,71,1,1146,95,0,0,0,1995,95000368,46,2,586,48,0,0,1,0,1,866.30682
WIDOWED,4,820,216,68,828,68,0,942,78,1,1,0,1995,95000368,45,2,604,50,0,0,1,0,0,866.30682
MARRIED - SPOUSE PRESENT,2,772,209,64,820,68,1,842,70,1,1,0,1995,95000368,48,2,563,46,0,0,1,0,0,902.63348
MARRIED - SPOUSE PRESENT,1,1029,305,85,1054,87,0,1146,95,0,0,0,1995,95000368,35,2,724,60,0,0,1,0,1,819.18079
MARRIED - SPOUSE PRESENT,3,907,227,75,934,77,1,1146,95,0,0,0,1995,95000368,38,2,680,56,0,0,1,0,1,819.18079
MARRIED - SPOUSE PRESENT,None,1029,222,85,,,,1146,95,0,0,0,1995,95000368,28,2,807,67,0,0,1,0,1,993.69623
MARRIED - SPOUSE PRESENT,3,1077,300,89,1013,84,0,1146,95,0,0,0,1995,95000368,30,2,777,64,0,0,1,0,1,822.9657
MARRIED - SPOUSE PRESENT,1,1074,257,89,1135,94,0,1146,95,0,0,0,1995,95000368,27,2,817,68,0,0,1,0,1,993.69623
MARRIED - SPOUSE PRESENT,2,604,236,50,633,52,1,783,65,0,0,1,1995,95000376,64,2,368,30,0,0,1,0,1,816.09192
DIVORCED,2,813,216,67,825,68,1,912,75,1,1,0,1995,95000376,45,2,597,49,0,0,1,0,0,841.26398
MARRIED - SPOUSE PRESENT,3,864,241,71,884,73,0,1146,95,0,0,0,1995,95000376,43,2,623,51,0,0,1,0,1,850.51361
MARRIED - SPOUSE PRESENT,2,776,223,64,788,65,1,822,68,1,1,0,1995,95000376,49,2,553,46,0,0,1,0,1,901.99847
MARRIED - SPOUSE PRESENT,1,1123,237,93,1127,93,0,1146,95,0,0,0,1995,95000376,21,2,886,73,0,0,1,0,1,1024.4249
MARRIED - SPOUSE PRESENT,2,763,208,63,769,64,0,1146,95,0,0,0,1995,95000376,49,2,555,46,0,0,1,0,1,965.25671
MARRIED - SPOUSE PRESENT,2,736,212,61,742,61,1,1146,95,0,0,0,1995,95000376,51,2,524,43,0,0,1,1,0,1295.4547
MARRIED - SPOUSE PRESENT,1,1108,275,92,1127,93,0,1146,95,0,0,0,1995,95000384,26,2,833,69,0,0,1,0,1,1080.1454
MARRIED - SPOUSE PRESENT,3,755,283,62,775,64,1,908,75,1,1,0,1995,95000384,56,2,472,39,0,0,1,0,1,954.79199
MARRIED - SPOUSE PRESENT,3,711,289,59,731,60,0,870,72,1,1,0,1995,95000384,60,2,422,35,0,0,1,0,1,926.9458
MARRIED - SPOUSE PRESENT,3,975,330,81,870,72,0,1146,95,0,0,0,1995,95000384,41,2,645,53,0,0,1,0,1,849.20947
MARRIED - SPOUSE PRESENT,3,972,332,80,903,75,1,1146,95,0,0,0,1995,95000384,42,2,640,53,0,0,1,1,0,867.00629
MARRIED - SPOUSE PRESENT,2,991,250,82,1062,88,1,1146,95,0,0,0,1995,95000384,33,2,741,61,0,0,1,0,1,857.64581
DIVORCED,3,740,351,61,751,62,1,822,68,1,1,0,1995,95000384,63,2,389,32,0,0,1,0,1,1128.0945
MARRIED - SPOUSE PRESENT,2,702,218,58,714,59,0,1146,95,0,0,0,1995,95000384,55,2,484,40,0,0,1,0,0,941.43048
MARRIED - SPOUSE PRESENT,3,806,205,67,818,68,0,1047,87,1,1,0,1995,95000384,45,2,601,50,0,0,1,0,1,965.25671
MARRIED - SPOUSE PRESENT,2,680,267,56,685,57,0,1146,95,0,0,0,1995,95000392,61,2,413,34,0,0,1,0,1,1136.2795
MARRIED - SPOUSE PRESENT,None,1098,390,91,,,,1146,95,0,0,0,1995,95000392,36,2,708,58,0,0,1,1,0,1166.9044
MARRIED - SPOUSE PRESENT,2,881,242,73,907,75,1,978,81,1,1,0,1995,95000392,42,2,639,53,0,0,1,0,1,992.51569
MARRIED - SPOUSE PRESENT,3,945,242,78,941,78,1,1146,95,0,0,0,1995,95000392,36,2,703,58,0,0,1,0,1,1014.4051
MARRIED - SPOUSE PRESENT,2,1039,205,86,1045,87,0,1146,95,0,0,0,1995,95000392,26,2,834,69,0,0,1,0,1,1133.8411
