a_age,a_maritl,a_sex,a_fnlwgt,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,pesa1,cpsyear,iid,bdm1900,yob,black,orace,cdiv,coll,hs
37,1,2,168308,858,227,71,873,72,1,1086,90,0,0,0,4,1990,90000256,631,52,0,0,9,1,0
39,6,2,147371,793,184,66,801,66,0,1086,90,0,1,0,3,1990,90000256,609,50,0,0,9,0,0
29,2,2,178853,1052,314,87,,,,1086,90,0,0,0,0,1990,90000256,738,61,0,0,9,0,0
47,1,2,180850,776,261,64,795,66,0,1086,90,0,0,0,7,1990,90000256,515,42,0,0,9,0,0
41,1,2,209145,861,268,71,907,75,1,1086,90,0,0,0,5,1990,90000256,593,49,0,0,9,0,1
48,1,2,203479,727,220,60,736,61,1,1086,90,0,0,0,7,1990,90000256,507,42,0,0,9,0,0
23,1,2,174501,1036,235,86,1052,87,1,1086,90,0,0,0,2,1990,90000264,801,66,0,0,9,0,1
47,5,2,159679,739,221,61,761,63,0,1005,83,1,1,0,1,1990,90000264,518,43,0,0,9,0,1
55,1,2,167525,622,206,51,648,53,0,1086,90,0,0,0,5,1990,90000264,416,34,0,0,9,0,1
64,4,2,160006,564,256,46,582,48,1,1054,87,0,0,1,4,1990,90000264,308,25,0,0,9,0,1
42,5,2,177647,786,214,65,786,65,1,966,80,1,1,0,4,1990,90000264,572,47,0,0,9,0,1
35,1,2,197642,1027,364,85,1081,90,0,1086,90,0,0,0,1,1990,90000264,663,55,0,1,9,0,1
32,1,2,169382,1061,363,88,1067,88,1,1086,90,0,0,0,2,1990,90000264,698,58,0,0,9,1,0
37,5,2,231319,941,309,78,,,,998,83,1,1,0,0,1990,90000272,632,52,1,0,9,1,0
39,1,2,230711,911,295,75,896,74,0,1086,90,0,0,0,3,1990,90000272,616,51,0,0,9,0,1
54,1,2,188702,661,223,55,675,56,1,895,74,1,1,0,3,1990,90000272,438,36,0,0,9,0,1
37,1,2,178858,863,233,71,872,72,1,1086,90,0,0,0,4,1990,90000272,630,52,0,0,9,0,0
29,1,2,182926,952,216,79,961,80,0,1086,90,0,0,0,3,1990,90000272,736,61,0,0,9,0,0
39,1,2,188405,1040,428,86,1074,89,1,1086,90,0,0,0,1,1990,90000272,612,50,1,0,9,0,1
27,1,2,197198,991,240,82,995,82,1,1086,90,0,0,0,1,1990,90000272,751,62,0,0,9,0,1
36,1,2,221823,976,330,81,998,83,0,1086,90,0,0,0,2,1990,90000272,646,53,0,1,9,0,1
23,1,2,227534,1036,228,86,1075,89,0,1086,90,0,0,0,1,1990,90000272,808,67,0,0,9,0,1
51,1,2,238605,842,379,70,854,71,0,1086,90,0,0,0,4,1990,90000280,463,38,0,1,9,0,0
52,1,2,264182,775,321,64,836,69,1,1086,90,0,0,0,2,1990,90000280,454,37,0,0,9,0,1
27,1,2,222357,994,242,82,1003,83,1,1086,90,0,0,0,5,1990,90000280,752,62,0,0,9,0,0
57,5,2,163093,895,494,74,905,75,1,978,81,1,1,0,1,1990,90000280,401,33,0,0,9,0,1
35,1,2,162505,909,245,75,898,74,1,1086,90,0,0,0,1,1990,90000280,664,55,0,0,9,1,0
38,5,2,162505,896,268,74,978,81,0,948,78,1,1,0,2,1990,90000280,628,52,0,0,9,1,0
62,6,2,169920,654,312,54,575,47,0,1086,90,0,1,0,4,1990,90000280,342,28,0,0,9,0,0
52,1,2,130357,690,238,57,757,63,0,1086,90,0,0,0,2,1990,90000288,452,37,0,1,9,1,0
46,6,2,199702,952,420,79,763,63,1,1086,90,0,1,0,2,1990,90000288,532,44,0,1,9,0,1
36,1,2,180912,860,217,71,864,71,0,1086,90,0,0,0,2,1990,90000288,643,53,1,0,9,1,0
53,1,2,202675,657,217,54,669,55,1,1086,90,0,0,0,5,1990,90000288,440,36,0,0,9,0,0
32,1,2,228051,1064,363,88,945,78,1,1086,90,0,0,0,4,1990,90000288,701,58,0,0,9,0,1
22,1,2,227534,1068,248,88,,,,1086,90,0,0,0,0,1990,90000288,820,68,0,0,9,0,1
29,1,2,178853,1069,342,89,1031,85,1,1086,90,0,0,0,2,1990,90000288,727,60,0,0,9,0,1
34,1,2,202059,927,259,77,1043,86,1,1086,90,0,0,0,2,1990,90000288,668,55,1,0,9,0,1
45,1,2,194720,789,247,65,802,66,1,1086,90,0,0,0,2,1990,90000288,542,45,0,0,9,1,0
36,1,2,180659,931,284,77,894,74,1,1086,90,0,0,0,2,1990,90000296,647,53,0,0,9,0,0
24,1,2,227123,1011,217,84,1037,86,1,1086,90,0,0,0,1,1990,90000296,794,66,1,0,9,0,1
34,1,2,228051,890,222,74,894,74,0,1086,90,0,0,0,2,1990,90000296,668,55,0,0,9,0,0
26,1,2,174587,986,224,82,,,,1086,90,0,0,0,0,1990,90000296,762,63,0,0,9,0,0
30,3,2,236712,981,258,81,985,82,0,1086,90,0,0,0,2,1990,90000296,723,60,0,0,9,0,0
31,1,2,148763,909,205,75,,,,979,81,1,1,0,0,1990,90000296,704,58,0,0,9,0,0
27,1,2,185157,1020,267,84,959,79,0,1086,90,0,0,0,2,1990,90000296,753,62,0,0,9,0,1
27,1,2,186918,1062,302,88,,,,1086,90,0,0,0,0,1990,90000304,760,63,0,0,9,0,1
59,1,2,202293,602,236,50,624,51,0,1086,90,0,0,0,2,1990,90000304,366,30,0,0,9,0,1
51,5,2,199053,651,184,54,778,64,1,744,61,1,1,0,2,1990,90000304,467,38,1,0,9,0,0
45,3,2,130357,779,236,64,824,68,1,1086,90,0,0,0,1,1990,90000304,543,45,0,1,9,0,1
35,1,2,191372,1049,389,87,,,,1086,90,0,0,0,0,1990,90000304,660,54,0,0,9,1,0
33,1,2,175522,1073,386,89,,,,1086,90,0,0,0,0,1990,90000304,687,57,0,0,9,1,0
56,1,2,213054,601,196,50,610,50,1,1086,90,0,0,0,3,1990,90000304,405,33,0,0,9,0,0
37,1,2,188405,917,284,76,1037,86,1,969,80,1,1,0,3,1990,90000304,633,52,1,0,9,0,1
35,1,2,174409,907,252,75,921,76,0,1086,90,0,0,0,3,1990,90000304,655,54,0,0,9,0,1
49,1,2,177670,762,268,63,782,65,0,1086,90,0,0,0,2,1990,90000312,494,41,0,0,9,0,0
65,1,2,172855,577,280,48,600,49,1,1086,90,0,0,0,4,1990,90000312,297,24,0,0,9,0,1
29,1,2,190299,1061,331,88,,,,1086,90,0,0,0,0,1990,90000312,730,60,0,0,9,1,0
37,1,2,193428,893,262,74,957,79,0,1086,90,0,0,0,2,1990,90000312,631,52,0,0,9,1,0
53,1,2,183281,779,335,64,669,55,0,919,76,1,1,0,4,1990,90000312,444,36,0,0,9,0,1
41,1,2,134220,785,195,65,795,66,1,1086,90,0,0,0,4,1990,90000312,590,49,0,1,9,0,0
44,1,2,178709,727,176,60,745,62,1,751,62,1,1,0,3,1990,90000312,551,45,0,0,9,0,1
54,5,2,190133,652,224,54,662,55,1,1034,86,1,1,0,3,1990,90000320,428,35,0,0,9,0,0
34,1,2,196230,920,243,76,848,70,0,1086,90,0,0,0,4,1990,90000320,677,56,0,0,9,0,0
20,1,2,180826,1079,235,89,,,,1086,90,0,0,0,0,1990,90000320,844,70,0,0,9,0,0
20,1,2,180826,1077,243,89,,,,1086,90,0,0,0,0,1990,90000320,834,69,0,0,9,0,1
52,1,2,155090,695,236,57,703,58,0,786,65,1,1,0,1,1990,90000320,459,38,0,0,9,0,1
33,6,2,170009,1038,353,86,946,78,0,1086,90,0,1,0,3,1990,90000320,685,57,0,0,9,0,0
55,1,2,205601,792,367,65,674,56,0,993,82,1,1,0,4,1990,90000320,425,35,0,0,9,0,1
32,1,2,171492,997,304,83,1021,85,1,1086,90,0,0,0,1,1990,90000320,693,57,0,0,9,0,1
31,1,2,196230,993,288,82,1002,83,1,1086,90,0,0,0,4,1990,90000320,705,58,0,0,9,0,0
52,1,2,230716,761,310,63,769,64,1,1086,90,0,0,0,3,1990,90000328,451,37,0,0,9,0,0
30,1,2,147590,977,259,81,998,83,0,1030,85,1,1,0,2,1990,90000328,718,59,0,0,9,0,1
30,1,2,177709,1082,366,90,1026,85,0,1086,90,0,0,0,2,1990,90000328,716,59,0,0,9,0,1
37,1,2,204149,946,312,78,970,80,1,1086,90,0,0,0,4,1990,90000328,634,52,0,0,9,0,0
65,1,2,171012,571,276,47,582,48,0,1086,90,0,0,0,1,1990,90000328,295,24,0,0,9,0,1
48,1,2,174975,792,286,65,788,65,1,1086,90,0,0,0,4,1990,90000328,506,42,0,0,9,0,1
28,1,2,184739,972,230,80,1028,85,1,1086,90,0,0,0,2,1990,90000328,742,61,0,0,9,0,1
47,5,2,181405,853,332,71,864,71,0,958,79,1,1,0,2,1990,90000336,521,43,1,0,9,0,0
27,1,2,172596,981,221,81,993,82,1,1086,90,0,0,0,2,1990,90000336,760,63,0,0,9,1,0
34,1,2,150289,898,226,74,903,75,1,1086,90,0,0,0,3,1990,90000336,672,55,0,1,9,1,0
27,1,2,169495,1040,280,86,,,,1086,90,0,0,0,0,1990,90000336,760,63,0,0,9,0,1
46,1,2,125797,743,217,61,758,63,1,1086,90,0,0,0,4,1990,90000336,526,43,0,1,9,0,1
32,1,2,164061,1016,318,84,,,,1086,90,0,0,0,0,1990,90000336,698,58,0,0,9,0,1
22,1,2,190849,1045,224,87,1050,87,1,1086,90,0,0,0,1,1990,90000336,821,68,0,0,9,0,1
25,1,2,164997,1040,255,86,,,,1086,90,0,0,0,0,1990,90000336,785,65,0,0,9,0,1
29,1,2,216151,1003,276,83,,,,1086,90,0,0,0,0,1990,90000336,727,60,0,0,9,1,0
42,1,2,158207,845,269,70,868,72,1,1086,90,0,0,0,3,1990,90000344,576,47,0,1,9,1,0
53,1,2,217981,703,263,58,721,60,1,1086,90,0,0,0,4,1990,90000344,440,36,0,0,9,0,0
41,1,2,177819,834,249,69,,,,1086,90,0,0,0,0,1990,90000344,585,48,0,0,9,0,1
40,1,2,160592,867,270,72,,,,980,81,1,1,0,0,1990,90000344,597,49,0,1,9,1,0
39,1,2,162505,993,375,82,995,82,0,1086,90,0,0,0,2,1990,90000344,618,51,0,0,9,1,0
40,1,2,177526,883,287,73,884,73,1,1086,90,0,0,0,3,1990,90000344,596,49,0,1,9,0,0
46,5,2,175287,738,211,61,916,76,1,768,63,1,1,0,1,1990,90000344,527,43,0,0,9,0,1
43,1,2,162007,769,200,64,796,66,1,1086,90,0,0,0,2,1990,90000352,569,47,1,0,9,0,1
33,1,2,199925,1070,387,89,,,,1086,90,0,0,0,0,1990,90000352,683,56,0,0,9,0,1
60,5,2,211138,636,277,52,670,55,1,841,70,1,1,0,3,1990,90000352,359,29,0,0,9,0,1
38,1,2,191372,900,271,74,961,80,1,1086,90,0,0,0,3,1990,90000352,629,52,0,0,9,1,0
33,1,2,169898,893,209,74,,,,969,80,1,1,0,0,1990,90000352,684,56,0,0,9,0,1
43,1,2,185886,897,337,74,917,76,0,1086,90,0,0,0,2,1990,90000352,560,46,0,0,9,1,0
55,1,2,130357,640,214,53,645,53,0,1086,90,0,0,0,3,1990,90000352,426,35,0,1,9,0,1
60,1,2,130357,593,234,49,,,,732,60,0,0,1,0,1990,90000352,359,29,0,1,9,0,1
50,1,2,188702,718,243,59,753,62,0,1086,90,0,0,0,2,1990,90000352,475,39,0,0,9,0,1
43,1,2,179111,879,313,73,884,73,0,1086,90,0,0,0,3,1990,90000360,566,47,0,0,9,1,0
30,1,2,171492,945,222,78,952,79,1,1086,90,0,0,0,4,1990,90000360,723,60,0,0,9,0,0
38,6,2,180500,1041,412,86,1062,88,0,1086,90,0,1,0,1,1990,90000360,629,52,0,0,9,0,1
35,1,2,178971,948,286,78,897,74,1,1086,90,0,0,0,3,1990,90000360,662,55,0,0,9,0,0
37,5,2,240144,934,292,77,966,80,0,1044,86,1,1,0,1,1990,90000360,642,53,0,0,9,0,0
25,1,2,189690,1065,279,88,1020,84,1,1086,90,0,0,0,1,1990,90000360,786,65,0,0,9,0,1
47,1,2,162801,784,271,65,738,61,1,814,67,1,1,0,3,1990,90000360,513,42,0,0,9,0,1
25,1,2,211845,1015,236,84,963,80,1,1086,90,0,0,0,2,1990,90000368,779,64,0,0,9,0,0
22,1,2,161903,1077,265,89,1059,88,0,1086,90,0,0,0,1,1990,90000368,812,67,0,0,9,0,0
40,1,2,171333,908,308,75,920,76,1,1086,90,0,0,0,2,1990,90000368,600,49,0,1,9,0,0
49,5,2,150953,675,187,56,759,63,0,908,75,1,1,0,4,1990,90000368,488,40,0,0,9,0,0
55,5,2,188333,748,323,62,777,64,1,871,72,1,1,0,6,1990,90000368,425,35,0,0,9,0,1
41,1,2,201292,902,312,75,942,78,0,1086,90,0,0,0,1,1990,90000368,590,49,0,0,9,0,1
25,1,2,156545,970,189,80,991,82,0,1086,90,0,0,0,1,1990,90000368,781,65,0,0,9,0,1
27,1,2,176573,1072,315,89,,,,1086,90,0,0,0,0,1990,90000368,757,63,0,0,9,0,1
48,1,2,162801,768,267,63,805,67,1,1086,90,0,0,0,2,1990,90000368,501,41,0,0,9,0,1
35,1,2,177544,1025,364,85,,,,1086,90,0,0,0,0,1990,90000376,661,55,0,1,9,1,0
53,5,2,163542,847,402,70,750,62,0,954,79,1,1,0,2,1990,90000376,445,37,1,0,9,0,1
25,1,2,178744,1077,303,89,,,,1086,90,0,0,0,0,1990,90000376,774,64,0,0,9,1,0
33,6,2,171492,890,212,74,901,75,1,1086,90,0,1,0,4,1990,90000376,678,56,0,0,9,0,0
39,1,2,180640,871,264,72,848,70,0,1086,90,0,0,0,3,1990,90000376,607,50,0,0,9,0,0
43,5,2,162007,783,225,65,842,70,1,845,70,1,1,0,1,1990,90000376,558,46,1,0,9,0,1
43,1,2,171333,852,289,70,877,73,1,1086,90,0,0,0,2,1990,90000376,563,46,0,1,9,1,0
60,5,2,167904,594,240,49,612,50,0,883,73,1,1,0,3,1990,90000384,354,29,0,0,9,0,1
57,4,2,174151,638,247,53,645,53,0,1036,86,0,0,1,1,1990,90000384,391,32,0,0,9,0,0
41,1,2,179383,891,307,74,952,79,1,1086,90,0,0,0,2,1990,90000384,584,48,0,0,9,1,0
47,5,2,187406,787,271,65,817,68,1,852,70,1,1,0,1,1990,90000384,516,42,0,0,9,1,0
51,5,2,169471,699,227,58,712,59,0,726,60,1,1,0,2,1990,90000384,472,39,1,0,9,0,1
32,1,2,192931,970,279,80,978,81,0,1086,90,0,0,0,5,1990,90000384,691,57,0,0,9,1,0
47,1,2,168702,872,359,72,,,,1073,89,1,1,0,0,1990,90000384,513,42,0,0,9,1,0
62,1,2,167904,560,223,46,569,47,0,878,73,1,1,0,2,1990,90000384,337,28,0,0,9,0,0
35,1,2,204149,899,233,74,935,77,1,1086,90,0,0,0,2,1990,90000384,666,55,0,0,9,0,1
29,1,2,190299,938,209,78,947,78,1,1086,90,0,0,0,2,1990,90000392,729,60,0,0,9,0,0
34,1,2,183994,954,278,79,1010,84,1,1086,90,0,0,0,2,1990,90000392,676,56,0,0,9,1,0
42,1,2,191368,907,327,75,920,76,0,935,77,0,0,1,3,1990,90000392,580,48,0,0,9,0,1
44,1,2,191368,812,262,67,876,72,0,1086,90,0,0,0,2,1990,90000392,550,45,0,0,9,0,1
21,1,2,177870,1054,229,87,1072,89,1,1086,90,0,0,0,1,1990,90000392,825,68,0,0,9,0,0
55,1,2,197230,618,197,51,638,53,0,933,77,1,1,0,2,1990,90000392,421,35,1,0,9,0,1
32,1,2,142427,923,229,76,1071,89,0,1086,90,0,0,0,1,1990,90000392,694,57,0,0,9,0,1
29,6,2,169686,944,210,78,951,79,1,1004,83,1,1,0,1,1990,90000400,734,61,0,0,9,0,0
41,4,2,154221,829,241,69,837,69,1,917,76,0,0,1,1,1990,90000400,588,48,0,0,9,0,1
33,1,2,211603,1075,389,89,,,,1086,90,0,0,0,0,1990,90000400,686,57,0,0,9,1,0
44,5,2,189209,809,253,67,813,67,1,961,80,1,1,0,2,1990,90000400,556,46,0,0,9,0,1
29,1,2,180236,990,263,82,1027,85,0,1086,90,0,0,0,3,1990,90000400,727,60,0,0,9,0,0
63,4,2,198208,571,243,47,609,50,0,974,81,0,0,1,5,1990,90000400,328,27,0,0,9,0,1
26,1,2,206742,1039,274,86,1073,89,1,1086,90,0,0,0,1,1990,90000400,765,63,1,0,9,1,0
53,1,2,188702,676,229,56,685,57,0,1086,90,0,0,0,3,1990,90000400,447,37,0,0,9,0,1
29,1,2,186770,1021,295,85,,,,1086,90,0,0,0,0,1990,90000400,726,60,0,0,9,0,1
60,1,2,173991,620,255,51,628,52,1,701,58,1,1,0,2,1990,90000408,365,30,0,0,9,1,0
30,5,2,183994,986,269,82,,,,1082,90,1,1,0,0,1990,90000408,717,59,0,0,9,1,0
29,1,2,222357,1007,275,83,1015,84,0,1086,90,0,0,0,3,1990,90000408,732,60,0,0,9,0,0
45,5,2,181318,784,238,65,,,,964,80,1,1,0,0,1990,90000408,546,45,0,0,9,0,1
38,1,2,211784,1017,393,84,1041,86,1,1086,90,0,0,0,1,1990,90000408,624,51,0,0,9,1,0
52,1,2,183482,668,217,55,680,56,1,785,65,1,1,0,2,1990,90000408,451,37,0,0,9,0,1
49,1,2,199947,773,277,64,785,65,1,1086,90,0,0,0,4,1990,90000408,496,41,0,0,9,0,1
31,1,2,183994,945,234,78,957,79,1,1086,90,0,0,0,2,1990,90000416,711,59,0,0,9,0,1
30,1,2,168306,991,271,82,1017,84,0,1086,90,0,0,0,3,1990,90000416,720,59,0,0,9,1,0
52,1,2,183482,664,202,55,665,55,1,776,64,1,1,0,1,1990,90000416,462,38,0,0,9,0,0
23,1,2,191564,1050,247,87,1045,87,1,1086,90,0,0,0,2,1990,90000416,803,66,0,0,9,0,1
46,1,2,212919,822,289,68,831,69,1,1086,90,0,0,0,4,1990,90000416,533,44,0,1,9,1,0
31,1,2,192931,955,243,79,970,80,0,1086,90,0,0,0,4,1990,90000416,712,59,0,0,9,0,1
29,1,2,190299,1018,291,84,983,81,0,1086,90,0,0,0,5,1990,90000416,727,60,0,0,9,0,1
26,6,2,182386,1025,256,85,1011,84,1,1086,90,0,1,0,2,1990,90000416,769,64,0,0,9,0,1
28,1,2,172596,981,236,81,,,,1037,86,1,1,0,0,1990,90000416,745,62,0,0,9,0,1
39,1,2,168308,988,372,82,888,73,1,1086,90,0,0,0,3,1990,90000424,616,51,0,0,9,1,0
30,1,2,163954,1042,322,86,,,,1086,90,0,0,0,0,1990,90000424,720,59,0,0,9,1,0
24,1,2,174501,1039,250,86,1055,87,1,1086,90,0,0,0,2,1990,90000424,789,65,0,0,9,0,0
50,5,2,183482,738,254,61,794,66,0,945,78,1,1,0,1,1990,90000424,484,40,0,0,9,0,1
37,1,2,154974,857,221,71,873,72,1,1036,86,1,1,0,2,1990,90000424,636,52,0,1,9,0,1
63,4,2,160627,549,230,45,589,49,0,999,83,0,0,1,2,1990,90000424,319,26,0,0,9,0,0
64,4,2,166450,586,269,48,597,49,0,837,69,1,1,0,3,1990,90000424,317,26,0,0,9,0,0
29,1,2,180236,959,225,79,987,82,1,1086,90,0,0,0,2,1990,90000432,734,61,0,0,9,0,1
40,1,2,201828,814,218,67,826,68,0,833,69,0,0,1,2,1990,90000432,596,49,0,0,9,1,0
47,1,2,167385,770,252,64,828,68,1,1086,90,0,0,0,3,1990,90000432,518,43,0,0,9,1,0
63,1,2,146212,638,318,53,663,55,1,1086,90,0,0,0,3,1990,90000432,320,26,0,0,9,0,1
44,1,2,179383,738,192,61,888,73,0,837,69,1,1,0,2,1990,90000432,546,45,0,0,9,1,0
53,1,2,155090,728,289,60,,,,1086,90,0,0,0,0,1990,90000432,439,36,0,0,9,0,1
50,1,2,155090,810,325,67,858,71,1,1086,90,0,0,0,2,1990,90000432,485,40,0,0,9,0,1
44,1,2,201292,800,247,66,828,68,0,1086,90,0,0,0,2,1990,90000432,553,46,0,0,9,0,1
34,1,2,220073,898,220,74,904,75,1,1086,90,0,0,0,3,1990,90000432,678,56,0,0,9,0,1
42,5,2,179111,813,236,67,817,68,0,877,73,1,1,0,3,1990,90000440,577,48,0,0,9,0,1
34,1,2,163954,1032,360,85,,,,1086,90,0,0,0,0,1990,90000440,672,55,0,0,9,0,1
36,1,2,174583,903,258,75,,,,1086,90,0,0,0,0,1990,90000440,645,53,1,0,9,1,0
22,1,2,190849,1082,263,90,,,,1086,90,0,0,0,0,1990,90000440,819,68,0,0,9,0,1
43,5,2,148826,832,269,69,847,70,0,948,78,1,1,0,2,1990,90000440,563,46,0,0,9,0,1
33,1,2,199925,999,316,83,1046,87,0,1086,90,0,0,0,1,1990,90000440,683,56,0,0,9,1,0
47,1,2,174975,762,242,63,816,67,0,1086,90,0,0,0,2,1990,90000440,520,43,0,0,9,1,0
25,1,2,185785,1078,299,89,,,,1086,90,0,0,0,0,1990,90000448,779,64,0,0,9,0,1
21,1,2,221823,1066,241,88,1073,89,1,1086,90,0,0,0,1,1990,90000448,825,68,0,1,9,0,1
30,1,2,190341,884,170,73,897,74,0,1086,90,0,0,0,5,1990,90000448,714,59,0,0,9,0,0
61,4,2,125797,569,215,47,573,47,0,943,78,0,0,1,7,1990,90000448,354,29,0,1,9,0,0
30,6,2,197241,972,253,80,938,78,0,1086,90,0,1,0,4,1990,90000448,719,59,0,0,9,0,0
39,1,2,178971,818,210,68,806,67,0,871,72,1,1,0,5,1990,90000448,608,50,0,0,9,0,0
48,1,2,207195,1034,532,86,723,60,0,1086,90,0,0,0,3,1990,90000448,502,41,0,0,9,0,0
21,1,2,200480,1080,256,89,,,,1086,90,0,0,0,0,1990,90000448,824,68,0,0,9,0,1
51,1,2,264182,692,219,57,702,58,0,1086,90,0,0,0,6,1990,90000448,473,39,0,0,9,0,0
37,2,2,178971,889,254,74,1020,84,0,978,81,1,1,0,1,1990,90000456,635,52,0,0,9,1,0
25,1,2,174587,1000,224,83,,,,1086,90,0,0,0,0,1990,90000456,776,64,0,0,9,0,0
58,1,2,197666,642,257,53,679,56,0,1086,90,0,0,0,5,1990,90000456,385,32,0,0,9,1,0
43,1,2,177050,799,235,66,808,67,0,871,72,1,1,0,3,1990,90000456,564,46,0,0,9,0,1
26,5,2,214237,985,219,82,978,81,1,1050,87,1,1,0,4,1990,90000456,766,63,1,0,9,0,0
47,6,2,207195,744,234,61,761,63,0,1086,90,0,1,0,1,1990,90000456,510,42,0,0,9,0,1
60,1,2,203751,585,229,48,599,49,0,1086,90,0,0,0,2,1990,90000456,356,29,0,0,9,0,1
50,1,2,195585,721,242,60,725,60,0,1086,90,0,0,0,2,1990,90000464,479,39,0,0,9,0,1
39,1,2,174339,848,239,70,889,74,1,1086,90,0,0,0,3,1990,90000464,609,50,0,0,9,0,1
62,1,2,167904,558,226,46,567,47,0,1086,90,0,0,0,4,1990,90000464,332,27,0,0,9,0,1
32,1,2,191656,988,295,82,1008,83,0,1086,90,0,0,0,2,1990,90000464,693,57,0,0,9,1,0
43,5,2,156339,989,422,82,,,,1064,88,1,1,0,0,1990,90000464,567,47,1,0,9,0,1
33,1,2,177709,1025,338,85,1085,90,1,1086,90,0,0,0,1,1990,90000464,687,57,0,0,9,0,1
29,1,2,176573,1050,312,87,1072,89,1,1086,90,0,0,0,1,1990,90000464,738,61,0,0,9,1,0
33,1,2,170009,954,274,79,968,80,1,1086,90,0,0,0,3,1990,90000464,680,56,0,0,9,0,1
23,1,2,190849,1001,192,83,1006,83,0,1086,90,0,0,0,2,1990,90000464,809,67,0,0,9,0,1
55,1,2,212359,682,262,56,724,60,0,1086,90,0,0,0,2,1990,90000472,420,34,0,0,9,0,1
44,1,2,209279,799,249,66,808,67,0,1086,90,0,0,0,3,1990,90000472,550,45,0,0,9,1,0
55,1,2,163093,667,244,55,666,55,1,738,61,1,1,0,1,1990,90000472,423,35,0,0,9,1,0
38,1,2,167512,860,241,71,869,72,1,1086,90,0,0,0,5,1990,90000472,619,51,0,0,9,0,1
64,5,2,193655,553,240,46,560,46,0,892,74,1,1,0,1,1990,90000472,313,26,0,0,9,0,0
53,1,2,184251,678,234,56,691,57,0,1086,90,0,0,0,2,1990,90000472,444,36,0,0,9,0,1
35,1,2,180659,869,204,72,1029,85,0,892,74,1,1,0,1,1990,90000472,665,55,0,0,9,0,1
27,1,2,186694,953,197,79,969,80,1,976,81,1,1,0,4,1990,90000480,756,62,0,0,9,0,1
60,1,2,211138,576,220,47,635,52,0,1086,90,0,0,0,4,1990,90000480,356,29,0,0,9,1,0
24,1,2,189801,1066,279,88,,,,1086,90,0,0,0,0,1990,90000480,787,65,0,0,9,0,1
27,1,2,193462,1062,304,88,,,,1086,90,0,0,0,0,1990,90000480,758,63,0,0,9,0,1
46,1,2,175287,907,379,75,983,81,0,1086,90,0,0,0,2,1990,90000480,528,43,0,0,9,1,0
46,1,2,175287,873,344,72,988,82,0,1086,90,0,0,0,1,1990,90000480,529,44,0,0,9,0,1
61,1,2,173991,741,393,61,,,,1086,90,0,0,0,0,1990,90000480,348,28,0,0,9,0,1
45,6,2,207195,726,183,60,738,61,1,1086,90,0,1,0,3,1990,90000480,543,45,0,0,9,0,0
36,1,2,211550,861,207,71,893,74,0,1086,90,0,0,0,2,1990,90000480,654,54,0,0,9,0,1
50,4,2,184251,714,229,59,716,59,1,1016,84,0,0,1,1,1990,90000488,485,40,0,0,9,0,1
36,1,2,193428,977,324,81,884,73,1,1086,90,0,0,0,3,1990,90000488,653,54,0,0,9,0,1
37,1,2,193428,897,261,74,927,77,1,1086,90,0,0,0,3,1990,90000488,636,52,0,0,9,0,1
61,1,2,187987,700,357,58,612,50,0,813,67,1,1,0,2,1990,90000488,343,28,0,0,9,0,1
38,1,2,238796,1066,441,88,,,,1086,90,0,0,0,0,1990,90000488,625,52,1,0,9,1,0
35,1,2,177526,932,270,77,963,80,0,1086,90,0,0,0,2,1990,90000488,662,55,0,1,9,0,1
25,6,2,241377,988,207,82,975,81,0,1086,90,0,1,0,4,1990,90000488,781,65,1,0,9,0,0
55,1,2,157388,682,260,56,695,57,1,1086,90,0,0,0,3,1990,90000496,422,35,0,0,9,0,1
37,1,2,153289,1009,372,84,1025,85,0,1086,90,0,0,0,1,1990,90000496,637,53,0,1,9,1,0
61,4,2,165484,557,208,46,593,49,0,601,50,1,1,0,1,1990,90000496,349,29,0,0,9,0,0
52,1,2,184251,690,229,57,692,57,1,1086,90,0,0,0,2,1990,90000496,461,38,0,0,9,0,1
23,1,2,171813,1044,244,86,1050,87,0,1086,90,0,0,0,2,1990,90000496,800,66,0,0,9,0,1
34,1,2,158846,922,256,76,933,77,1,1086,90,0,0,0,1,1990,90000496,666,55,0,1,9,0,1
40,1,2,185886,839,238,69,875,72,0,953,79,0,0,1,3,1990,90000496,601,50,0,0,9,0,1
36,1,2,187189,833,190,69,856,71,0,1086,90,0,0,0,4,1990,90000496,643,53,0,0,9,0,0
39,1,2,185341,874,266,72,886,73,0,1086,90,0,0,0,5,1990,90000496,608,50,0,0,9,0,0
43,5,2,208589,814,245,67,798,66,1,903,75,1,1,0,1,1990,90000504,569,47,0,0,9,0,1
33,1,2,199925,948,268,78,958,79,0,1086,90,0,0,0,2,1990,90000504,680,56,0,0,9,0,0
43,1,2,185188,787,219,65,846,70,0,827,68,1,1,0,2,1990,90000504,568,47,0,0,9,1,0
64,1,2,151512,586,271,48,598,49,0,1086,90,0,0,0,4,1990,90000504,315,26,0,0,9,0,1
50,1,2,196423,732,251,60,745,62,0,1017,84,1,1,0,5,1990,90000504,481,40,0,0,9,0,0
31,1,2,228051,1012,299,84,914,76,0,1086,90,0,0,0,2,1990,90000504,713,59,0,0,9,0,0
52,5,2,176659,671,220,55,877,73,0,1018,84,1,1,0,1,1990,90000504,451,37,0,1,9,1,0
