year,f180,f182,f183,f427,f432,p011,v124,v129,v151,b013,b014,b135,b114,age_m,age_w,edu_m,edu_w,gen_m,gen_w,mom,DGH012,PUB,DPUB,NSIB018H,NSIB018DH
2011,7,occasionally,practically never,slightly agree,very good,7,agree,agree,neither agree nor disagree,,,,,37,34,2,3,2,1,1,1,0,0,1,0
2011,6,practically never,occasionally,disagree entirely,good,5,neither agree nor disagree,fully agree,agree,,,,,37,34,2,3,2,1,0,1,0,0,1,0
2012,7,occasionally,occasionally,,very good,7,agree,disagree,agree,,,,,38,35,2,3,2,1,1,1,0,0,1,0
2013,7,occasionally,practically never,slightly agree,very good,,,,,,,,,39,36,2,3,2,1,1,1,0,0,1,0
2014,7,occasionally,practically never,,very good,8,,,,,,,,40,37,2,3,2,1,1,1,0,0,1,0
2008,7,practically never,occasionally,,,8,agree,disagree,agree,,,,,47,45,3,3,3,1,0,1,0,0,1,1
2009,8,practically never,practically never,fairly agree,,8,agree,disagree,neither agree nor disagree,10,,,,48,46,3,3,3,1,0,0,1,1,1,1
2014,9,practically never,often,,good,8,,,,,,,,29,28,2,3,2,1,1,1,0,0,0,0
2015,8,practically never,occasionally,,very good,8,agree,agree,agree,28,,40,,31,30,2,3,2,1,1,1,0,0,0,0
2016,5,practically never,occasionally,,good,7,disagree,neither agree nor disagree,agree,,,,,32,31,2,3,2,1,1,1,0,0,1,0
2008,entirely satisfied,practically never,occasionally,,,,disagree,agree,agree,,,,,41,37,2,2,1,1,0,1,0,0,1,1
2008,9,occasionally,occasionally,,,8,fully disagree,disagree,neither agree nor disagree,,,,,41,37,2,2,1,1,1,1,0,0,1,1
2009,8,practically never,occasionally,agree entirely,,,,,,,,,,42,38,2,2,1,1,0,1,0,0,1,1
2009,7,occasionally,occasionally,agree entirely,,4,disagree,disagree,neither agree nor disagree,,,,,42,38,2,2,1,1,1,1,0,0,1,1
2008,9,practically never,practically never,,,8,neither agree nor disagree,agree,disagree,,,,,32,34,3,2,1,1,1,1,0,0,0,0
2008,8,practically never,occasionally,,,8,neither agree nor disagree,agree,disagree,,,,,32,34,3,2,1,1,0,1,0,0,0,0
2009,9,practically never,practically never,agree entirely,,9,neither agree nor disagree,agree,disagree,15,,,395,33,35,3,2,1,1,1,1,0,0,1,0
2009,8,occasionally,occasionally,slightly agree,,8,disagree,disagree,disagree,15,,,,33,35,3,2,1,1,0,1,0,0,1,0
2010,8,practically never,practically never,,,8,neither agree nor disagree,agree,disagree,20,0,,250,34,36,3,2,1,1,1,1,0,0,1,0
2010,8,occasionally,occasionally,,,7,disagree,disagree,disagree,16,0,,,34,36,3,2,1,1,0,1,0,0,1,0
2011,8,practically never,occasionally,fairly agree,"not good, not poor",8,,,,,,,,35,38,3,2,1,1,1,1,0,0,1,0
2011,8,occasionally,occasionally,slightly agree,good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,35,38,3,2,1,1,0,1,0,0,1,0
2012,8,practically never,occasionally,,good,7,neither agree nor disagree,agree,disagree,12,0,,,36,38,3,2,1,1,0,1,0,0,1,0
2013,8,practically never,practically never,fairly agree,"not good, not poor",,neither agree nor disagree,agree,neither agree nor disagree,,,,,37,39,3,2,1,1,1,1,0,0,1,0
2013,7,practically never,occasionally,fairly agree,"not good, not poor",7,,,,,,,,37,39,3,2,1,1,0,1,0,0,1,0
2014,8,practically never,practically never,,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,38,40,3,2,1,1,1,1,0,0,1,0
2014,8,practically never,practically never,,"not good, not poor",8,disagree,agree,neither agree nor disagree,,,,,38,40,3,2,1,1,0,1,0,0,1,0
2015,8,practically never,practically never,,good,8,neither agree nor disagree,agree,neither agree nor disagree,40,,50,,40,42,3,2,1,1,1,1,0,0,1,0
2015,8,practically never,practically never,,"not good, not poor",8,neither agree nor disagree,agree,disagree,21,,,,40,42,3,2,1,1,0,1,0,0,1,0
2016,8,practically never,occasionally,,good,8,disagree,disagree,disagree,,,,,41,43,3,2,1,1,0,1,0,0,1,0
2009,entirely satisfied,practically never,practically never,fairly agree,,9,disagree,agree,neither agree nor disagree,40,,,100,31,27,3,3,1,1,1,0,0,0,1,0
2010,entirely satisfied,practically never,occasionally,,,10 completely satisfied,agree,agree,disagree,,,,,32,28,3,3,1,1,1,0,0,0,1,0
2011,entirely satisfied,occasionally,occasionally,fairly agree,good,9,,,,,,,,33,29,3,3,1,1,0,0,0,0,1,0
2011,9,occasionally,occasionally,slightly agree,very good,8,disagree,fully agree,fully disagree,,,,,33,29,3,3,1,1,1,0,0,0,1,0
2012,entirely satisfied,practically never,practically never,,good,9,disagree,neither agree nor disagree,fully disagree,14,0,,,34,30,3,3,1,1,0,0,0,0,1,0
2012,entirely satisfied,practically never,occasionally,,very good,8,neither agree nor disagree,agree,fully disagree,,,,,34,30,3,3,1,1,1,0,0,0,1,0
2013,entirely satisfied,practically never,practically never,agree entirely,very good,,,,,,,,,35,31,3,3,1,1,0,0,0,0,1,0
2013,entirely satisfied,practically never,practically never,agree entirely,good,10 completely satisfied,neither agree nor disagree,fully agree,fully disagree,,,,,35,31,3,3,1,1,1,0,0,0,1,0
2014,entirely satisfied,occasionally,occasionally,,very good,,agree,fully agree,fully disagree,,,,,36,32,3,3,1,1,0,0,0,0,1,0
2014,entirely satisfied,practically never,occasionally,,very good,,disagree,agree,fully disagree,,,,,36,32,3,3,1,1,1,0,0,0,1,0
2014,8,practically never,practically never,,good,7,,,,,,,,39,37,1,1,1,1,1,0,0,0,1,0
2016,8,practically never,practically never,,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,41,40,1,1,1,1,1,0,0,0,1,0
2014,8,practically never,practically never,,good,7,neither agree nor disagree,fully agree,neither agree nor disagree,,,,,39,34,3,1,1,1,0,0,0,0,3,1
2014,8,practically never,practically never,,good,7,neither agree nor disagree,agree,agree,,,,,39,34,3,1,1,1,1,0,0,0,3,1
2015,6,occasionally,practically never,,"not good, not poor",6,neither agree nor disagree,agree,disagree,18,0,75,,41,36,3,1,1,1,0,0,0,0,3,1
2015,6,practically never,practically never,,good,5,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,46,0,,,41,36,3,1,1,1,1,0,0,0,3,1
2016,7,practically never,practically never,,"not good, not poor",7,neither agree nor disagree,agree,disagree,,,,,42,37,3,1,1,1,0,0,0,0,3,1
2016,7,practically never,practically never,,good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,42,37,3,1,1,1,1,0,0,0,3,1
2014,7,practically never,practically never,,good,6,,,,,,,,42,36,3,2,1,1,0,1,0,0,1,0
2014,8,practically never,occasionally,,good,8,,,,,,,,42,36,3,2,1,1,1,1,0,0,1,0
2015,8,practically never,practically never,,good,7,fully disagree,fully agree,fully disagree,48,,,,43,38,3,2,1,1,0,0,1,1,1,0
2015,8,occasionally,occasionally,,very good,8,agree,agree,agree,5,,200,,43,38,3,2,1,1,1,1,0,0,1,0
2016,7,practically never,practically never,,good,,fully disagree,fully agree,fully disagree,,,,,44,39,3,2,1,1,0,0,1,1,1,0
2010,8,often,occasionally,,,9,neither agree nor disagree,agree,neither agree nor disagree,5,0,,100,35,35,2,1,2,1,0,0,0,0,1,1
2010,8,often,often,,,8,disagree,neither agree nor disagree,neither agree nor disagree,10,0,,,35,35,2,1,2,1,1,0,0,0,1,1
2011,9,occasionally,often,fairly agree,good,8,agree,agree,agree,,,,,36,36,2,1,2,1,0,0,0,0,2,2
2011,8,not applicable,occasionally,slightly agree,good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,36,36,2,1,2,1,1,0,0,0,2,2
2012,8,often,occasionally,,good,7,neither agree nor disagree,agree,agree,10,0,,200,37,37,2,1,2,1,0,0,0,0,2,2
2012,8,often,often,,very good,9,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,63,0,,,37,37,2,1,2,1,1,0,0,0,2,2
2013,8,often,occasionally,slightly agree,good,8,fully agree,agree,agree,,,,,38,38,2,1,2,1,0,0,0,0,2,2
2013,7,occasionally,often,agree entirely,very good,8,neither agree nor disagree,fully agree,disagree,,,,,38,38,2,1,2,1,1,0,0,0,2,2
2014,8,occasionally,often,,good,8,agree,agree,agree,,,,,39,39,2,1,2,1,0,0,0,0,2,2
2014,7,often,often,,very good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,39,39,2,1,2,1,1,0,0,0,2,2
2015,8,often,often,,"not good, not poor",8,agree,fully agree,neither agree nor disagree,25,,50,,40,41,2,1,2,1,0,0,0,0,2,2
2015,8,occasionally,occasionally,,very good,7,fully disagree,fully agree,neither agree nor disagree,84,,,,40,41,2,1,2,1,1,0,0,0,2,2
2016,8,occasionally,occasionally,,very good,7,neither agree nor disagree,fully agree,disagree,,,,,41,42,2,1,2,1,1,0,0,0,2,2
2015,7,not applicable,occasionally,,very good,,neither agree nor disagree,disagree,agree,40,,15,,56,44,1,2,1,1,1,0,1,0,1,1
2016,7,practically never,occasionally,,good,8,neither agree nor disagree,agree,agree,,,,,57,45,1,2,1,1,1,0,1,0,1,1
2008,8,occasionally,occasionally,,,8,disagree,neither agree nor disagree,disagree,,,,,31,31,1,3,4,4,1,0,0,0,1,1
2009,7,occasionally,occasionally,fairly agree,,7,disagree,neither agree nor disagree,neither agree nor disagree,31,30,,170,32,32,1,3,4,4,1,0,0,0,1,1
2010,entirely dissatisfied,occasionally,often,,,5,neither agree nor disagree,neither agree nor disagree,agree,,,,,33,33,1,3,4,4,1,0,0,0,1,1
2008,9,occasionally,occasionally,,,8,agree,agree,agree,,,,,44,44,3,2,1,1,0,0,1,1,0,0
2008,entirely satisfied,occasionally,occasionally,,,7,agree,agree,fully disagree,,,,,44,44,3,2,1,1,1,0,1,1,0,0
2009,9,occasionally,practically never,fairly agree,,8,agree,agree,agree,2,,,,45,45,3,2,1,1,0,0,1,1,0,0
2009,7,occasionally,occasionally,slightly disagree,,6,agree,agree,disagree,2,0,,156,45,45,3,2,1,1,1,0,1,1,0,0
2010,9,occasionally,occasionally,,,8,neither agree nor disagree,disagree,agree,0,0,,,46,46,3,2,1,1,0,0,1,1,0,0
2010,8,occasionally,occasionally,,,8,agree,agree,fully disagree,4,0,,210,46,46,3,2,1,1,1,0,1,1,0,0
2011,9,occasionally,occasionally,fairly disagree,poor,8,agree,agree,fully agree,,,,,47,47,3,2,1,1,0,0,1,1,0,0
2011,8,occasionally,occasionally,fairly disagree,good,7,agree,agree,disagree,,,,,47,47,3,2,1,1,1,0,1,1,0,0
2012,9,occasionally,often,,"not good, not poor",7,disagree,fully agree,agree,2,0,,,48,48,3,2,1,1,0,0,1,1,0,0
2012,8,occasionally,occasionally,,good,7,agree,agree,fully disagree,2,0,,,48,48,3,2,1,1,1,0,1,1,0,0
2015,8,practically never,practically never,,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,7,0,,,65,59,2,2,1,1,0,0,1,1,0,0
2015,8,occasionally,practically never,,good,7,agree,disagree,neither agree nor disagree,14,0,,,65,59,2,2,1,1,0,1,0,0,0,0
2016,8,practically never,practically never,,good,8,disagree,neither agree nor disagree,fully disagree,,,,,66,60,2,2,1,1,0,0,1,1,0,0
2016,8,practically never,practically never,,good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,66,60,2,2,1,1,0,1,0,0,0,0
2008,9,occasionally,occasionally,,,8,disagree,disagree,disagree,,,,,33,31,1,3,4,4,1,1,0,0,1,0
2009,8,occasionally,occasionally,fairly agree,,8,disagree,agree,neither agree nor disagree,15,,,155,34,32,1,3,4,4,1,1,0,0,1,0
2010,7,occasionally,occasionally,,,6,neither agree nor disagree,disagree,neither agree nor disagree,35,0,,0,35,33,1,3,4,4,1,1,0,0,1,0
2011,8,often,occasionally,slightly agree,good,7,disagree,neither agree nor disagree,agree,,,,,36,34,1,3,4,4,1,1,0,0,1,0
2012,8,occasionally,occasionally,,good,7,disagree,disagree,agree,14,0,,0,37,35,1,3,4,4,1,1,0,0,1,0
2013,8,occasionally,occasionally,slightly disagree,good,7,disagree,disagree,disagree,,,,,38,36,1,3,4,4,1,1,0,0,1,0
2014,7,practically never,practically never,,good,7,disagree,disagree,fully disagree,,,,,39,37,1,3,4,4,1,1,0,0,1,0
2015,8,occasionally,practically never,,"not good, not poor",7,disagree,disagree,neither agree nor disagree,24,,,,40,38,1,3,4,4,1,1,0,0,1,0
2016,8,practically never,practically never,,good,7,disagree,fully disagree,disagree,,,,,41,39,1,3,4,4,1,1,0,0,1,0
2010,8,practically never,practically never,,,8,neither agree nor disagree,neither agree nor disagree,disagree,20,30,,69,31,33,2,1,1,1,1,0,0,0,0,0
2011,9,practically never,occasionally,agree entirely,good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,32,34,2,1,1,1,1,0,0,0,0,0
2012,8,practically never,occasionally,,good,7,agree,neither agree nor disagree,neither agree nor disagree,22,30,,31,33,35,2,1,1,1,1,0,0,0,0,0
2013,9,practically never,occasionally,agree entirely,good,8,agree,neither agree nor disagree,neither agree nor disagree,,,,,34,36,2,1,1,1,1,0,0,0,1,0
2014,8,practically never,occasionally,,good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,35,37,2,1,1,1,1,0,0,0,1,0
2015,8,practically never,occasionally,,good,8,neither agree nor disagree,agree,disagree,60,0,10,,36,38,2,1,1,1,1,0,0,0,2,0
2016,9,practically never,occasionally,,good,4,disagree,neither agree nor disagree,agree,,,,,37,39,2,1,1,1,1,0,0,0,2,0
2008,9,occasionally,occasionally,,,8,neither agree nor disagree,agree,agree,,,,,38,38,2,3,4,4,1,0,0,0,1,1
2009,entirely satisfied,practically never,occasionally,slightly disagree,,8,neither agree nor disagree,neither agree nor disagree,agree,28,,,155,39,39,2,3,4,4,1,0,0,0,1,1
2010,entirely satisfied,practically never,practically never,,,8,neither agree nor disagree,agree,neither agree nor disagree,11,0,,115,40,40,2,3,4,4,1,0,1,0,1,1
2011,entirely satisfied,practically never,practically never,fairly disagree,good,,neither agree nor disagree,disagree,neither agree nor disagree,,,,,41,41,2,3,4,4,1,0,1,0,1,1
2012,8,practically never,practically never,,good,8,neither agree nor disagree,agree,agree,19,0,,240,42,42,2,3,4,4,1,0,1,0,1,1
2013,9,practically never,practically never,slightly disagree,good,8,neither agree nor disagree,disagree,agree,,,,,43,43,2,3,4,4,1,0,1,0,1,1
2014,9,practically never,practically never,,good,7,neither agree nor disagree,agree,agree,,,,,44,44,2,3,4,4,1,0,1,0,1,1
2015,9,practically never,practically never,,good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,14,0,200,,45,46,2,3,4,4,1,0,1,0,1,1
2008,8,occasionally,practically never,,,8,neither agree nor disagree,agree,fully disagree,,,,,33,33,3,3,4,4,1,1,0,0,1,1
2009,7,occasionally,occasionally,agree entirely,,8,neither agree nor disagree,agree,fully disagree,45,20,,120,34,34,3,3,4,4,1,1,0,0,2,2
2010,8,occasionally,occasionally,,,7,neither agree nor disagree,agree,fully disagree,36,30,,87,35,35,3,3,4,4,1,1,0,0,2,2
2012,8,practically never,occasionally,,good,,neither agree nor disagree,fully agree,disagree,7,0,,205,40,43,2,3,4,4,0,0,1,0,1,1
2013,8,practically never,occasionally,fairly disagree,good,,neither agree nor disagree,fully agree,fully disagree,,,,,41,44,2,3,4,4,0,0,1,0,1,1
2010,6,practically never,occasionally,,,7,,,,10,0,,0,56,52,2,3,4,4,0,0,1,0,0,0
2011,7,practically never,occasionally,slightly agree,good,8,disagree,neither agree nor disagree,disagree,,,,,57,53,2,3,4,4,0,0,1,0,0,0
2012,7,practically never,occasionally,,good,9,disagree,agree,disagree,3,30,,,58,54,2,3,4,4,0,0,1,0,0,0
2013,7,practically never,occasionally,slightly agree,good,8,disagree,agree,disagree,,,,,59,55,2,3,4,4,0,0,1,0,0,0
2014,7,practically never,occasionally,,good,8,fully disagree,agree,disagree,,,,,60,56,2,3,4,4,0,0,1,0,0,0
2016,8,practically never,practically never,,good,7,agree,agree,neither agree nor disagree,,,,,42,36,3,3,1,1,0,1,0,0,0,0
2016,8,practically never,practically never,,good,8,agree,agree,disagree,,,,,42,36,3,3,1,1,1,1,0,0,0,0
2008,9,occasionally,occasionally,,,9,neither agree nor disagree,neither agree nor disagree,agree,,,,,45,42,3,2,1,1,0,0,0,0,1,1
2008,8,occasionally,often,,,9,disagree,disagree,disagree,,,,,45,42,3,2,1,1,1,0,0,0,1,1
2009,8,occasionally,often,slightly agree,,9,,,,15,,,,46,43,3,2,1,1,0,0,1,0,1,1
2009,8,occasionally,often,slightly agree,,9,fully disagree,neither agree nor disagree,neither agree nor disagree,15,,,375,46,43,3,2,1,1,1,0,1,0,1,1
2010,9,often,often,,,9,fully disagree,neither agree nor disagree,agree,15,0,,98,47,44,3,2,1,1,1,0,1,0,1,1
2011,9,practically never,occasionally,slightly agree,good,,neither agree nor disagree,neither agree nor disagree,agree,,,,,48,45,3,2,1,1,0,0,1,0,1,1
2011,8,occasionally,often,slightly agree,good,,disagree,neither agree nor disagree,neither agree nor disagree,,,,,48,45,3,2,1,1,1,0,1,0,1,1
2014,8,occasionally,occasionally,,good,9,,,,,,,,37,37,3,2,4,4,1,0,0,0,1,0
2015,9,practically never,often,,good,8,disagree,neither agree nor disagree,disagree,20,30,150,,39,38,3,2,4,4,1,0,0,0,1,0
2016,9,practically never,occasionally,,good,,disagree,agree,neither agree nor disagree,,,,,40,39,3,2,4,4,1,0,0,0,1,0
2008,9,practically never,practically never,,,9,disagree,agree,agree,,,,,38,38,3,2,1,1,0,1,0,0,1,0
2008,9,practically never,practically never,,,9,fully disagree,disagree,disagree,,,,,38,38,3,2,1,1,1,1,0,0,1,0
2009,9,practically never,practically never,fairly agree,,8,neither agree nor disagree,fully disagree,neither agree nor disagree,7,,,,39,39,3,2,1,1,0,1,0,0,1,0
2009,9,practically never,practically never,fairly agree,,8,fully disagree,agree,disagree,,,,,39,39,3,2,1,1,1,1,0,0,1,0
2010,9,practically never,practically never,,,9,fully disagree,agree,fully disagree,16,0,,,40,40,3,2,1,1,0,1,0,0,1,0
2010,9,practically never,practically never,,,9,fully disagree,disagree,fully disagree,27,0,,51,40,40,3,2,1,1,1,1,0,0,1,0
2011,entirely satisfied,occasionally,occasionally,agree entirely,good,9,disagree,agree,fully disagree,,,,,41,41,3,2,1,1,0,1,0,0,1,0
2011,9,not applicable,not applicable,fairly agree,good,9,disagree,disagree,disagree,,,,,41,41,3,2,1,1,1,1,0,0,1,0
2012,9,practically never,practically never,,good,9,agree,disagree,fully disagree,3,0,,,42,42,3,2,1,1,0,1,0,0,1,0
2012,9,practically never,practically never,,good,9,fully disagree,neither agree nor disagree,disagree,23,0,,125,42,42,3,2,1,1,1,1,0,0,1,0
2013,9,practically never,practically never,agree entirely,good,,neither agree nor disagree,disagree,disagree,,,,,43,43,3,2,1,1,0,1,0,0,1,0
2013,9,practically never,practically never,slightly agree,very good,9,neither agree nor disagree,neither agree nor disagree,disagree,,,,,43,43,3,2,1,1,1,1,0,0,1,0
2014,8,practically never,practically never,,good,10 completely satisfied,fully disagree,disagree,neither agree nor disagree,,,,,44,44,3,2,1,1,0,1,0,0,1,0
2014,8,practically never,practically never,,good,10 completely satisfied,fully disagree,disagree,fully disagree,,,,,44,44,3,2,1,1,1,1,0,0,1,0
2015,9,not applicable,not applicable,,good,8,fully disagree,disagree,fully disagree,10,,,,45,46,3,2,1,1,0,0,1,1,1,0
2015,9,practically never,occasionally,,very good,9,fully disagree,disagree,fully disagree,20,,150,,45,46,3,2,1,1,1,0,1,1,1,0
2016,8,not applicable,practically never,,very good,9,fully disagree,disagree,fully disagree,,,,,46,47,3,2,1,1,0,0,1,1,1,0
2016,8,practically never,occasionally,,good,,fully disagree,agree,fully disagree,,,,,46,47,3,2,1,1,1,0,1,1,1,0
2008,entirely satisfied,occasionally,practically never,,,9,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,53,43,1,2,1,1,0,0,1,1,0,0
2009,entirely satisfied,occasionally,practically never,fairly agree,,9,neither agree nor disagree,agree,neither agree nor disagree,,,,,54,44,1,2,1,1,0,0,1,1,0,0
2010,9,practically never,practically never,,,9,agree,agree,neither agree nor disagree,2,30,,,55,45,1,2,1,1,0,0,1,1,0,0
2011,9,practically never,practically never,fairly agree,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,56,46,1,2,1,1,0,0,1,1,0,0
2012,8,practically never,practically never,,very good,8,,,,4,0,,,57,47,1,2,1,1,0,0,1,1,0,0
2008,8,occasionally,occasionally,,,,fully agree,disagree,fully agree,,,,,35,35,3,3,1,2,0,0,0,0,0,0
2008,entirely satisfied,occasionally,practically never,,,9,fully agree,agree,fully agree,,,,,35,35,3,3,1,2,1,0,0,0,0,0
2010,8,occasionally,occasionally,,,7,neither agree nor disagree,disagree,agree,12,0,,,31,29,2,2,1,1,0,0,0,0,1,0
2010,9,occasionally,occasionally,,,,neither agree nor disagree,agree,neither agree nor disagree,,,,,31,29,2,2,1,1,1,0,0,0,1,0
2014,8,often,occasionally,,good,,disagree,agree,disagree,,,,,35,33,2,2,1,1,0,0,0,0,1,0
2015,7,occasionally,occasionally,,good,3,disagree,agree,neither agree nor disagree,20,,,,36,34,2,2,1,1,0,0,0,0,1,0
2016,4,occasionally,occasionally,,"not good, not poor",6,neither agree nor disagree,neither agree nor disagree,disagree,,,,,37,35,2,2,1,1,0,0,1,0,1,0
2008,9,occasionally,practically never,,,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,36,35,2,2,1,1,0,1,0,0,1,0
2009,8,occasionally,practically never,fairly agree,,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,7,,,,37,36,2,2,1,1,0,1,0,0,1,0
2010,9,occasionally,occasionally,,,,neither agree nor disagree,agree,neither agree nor disagree,,,,,38,37,2,2,1,1,0,1,0,0,1,0
2010,9,occasionally,occasionally,,,8,,,,,,,,38,37,2,2,1,1,1,1,0,0,1,0
2011,9,occasionally,occasionally,fairly agree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,39,38,2,2,1,1,0,1,0,0,1,0
